"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2016,"3/28/2016 8:00","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",271,20000,2200,0,7000,40000,0,69200
2016,"4/4/2016 15:30","CORROSION","EXTERNAL",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,5000,0,0,0,30000,0,35000
2016,"6/17/2016 5:27","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","YES","NO","YES",486.55,125000,0,0,200,0,0,125200
2016,"6/19/2016 20:45","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,3554,34575,0,38129
2016,"6/20/2016 6:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",3.7,88.1,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",0.5,0,200,0,300,5000,0,5500
2016,"6/20/2016 10:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,5,0,250,170,0,425
2016,"4/6/2016 9:35","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",166.92,10000,160,0,0,13000,0,23160
2016,"4/14/2016 13:02","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,6000,600,500,1500,250,0,8850
2016,"4/16/2016 23:30","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",231.5,15000,720,30000,222000,75000,0,342720
2016,"6/23/2016 5:55","ALL OTHER CAUSES","UNKNOWN",375,34.88,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,10000,37625,50000,6000000,50000,10000,6157625
2016,"6/23/2016 13:56","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,20000,24,0,9976,0,0,30000
2016,"6/25/2016 9:27","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",98.77,22739,550,4000,500,4810,0,32599
2016,"6/27/2016 9:45","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.1,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,148550,1,0,0,0,0,148551
2016,"6/27/2016 11:00","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.1,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,125000,1,0,0,0,0,125001
2016,"7/1/2016 9:15","NATURAL FORCE DAMAGE","LIGHTNING",9,6.92,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",52.6,2000,1100,0,1559000,600000,27605,2189705
2016,"4/19/2016 4:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,4920,28000,502315,43891,0,579126
2016,"7/5/2016 15:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,30,0,0,1000,0,1030
2016,"7/6/2016 9:55","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",2,66.67,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,150,0,1000,5000,0,6150
2016,"7/6/2016 10:15","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",3.53,46260,0,0,0,0,0,46260
2016,"7/6/2016 18:30","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.12,1,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",29.77,246000,700,0,132000,46000,0,424700
2016,"4/24/2016 23:35","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",76.42,2500,600,0,500,23000,0,26600
2016,"7/12/2016 12:30","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,694,0,79000,15840,0,95534
2016,"7/13/2016 18:35","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2.28,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.92,3000,112,0,200,0,576,3888
2016,"7/13/2016 21:32","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",81.4,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,327,2442,0,0,0,600,3369
2016,"7/14/2016 8:10","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",2.17,100,21,0,5072,0,0,5193
2016,"7/14/2016 11:42","NATURAL FORCE DAMAGE","LIGHTNING",16.91,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,850000,0,0,150000,0,0,1000000
2016,"7/14/2016 13:13","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",59.6,429678,1000,0,76600,0,0,507278
2016,"7/17/2016 9:30","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",90,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",9.75,100,3500,0,3400,0,0,7000
2016,"7/19/2016 10:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.1,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,10500,31,0,8900,0,0,19431
2016,"7/20/2016 15:35","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.38,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,8000,3,0,0,0,0,8003
2016,"4/28/2016 10:45","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",98.98,12500,60,500,2500,612,0,16172
2016,"7/22/2016 6:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,50,520,0,0,55000,0,55570
2016,"7/22/2016 19:23","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",19.77,1000,380,5000,23000,50000,0,79380
2016,"5/5/2016 19:15","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",3137.5,7000,120,0,3000,0,0,10120
2016,"7/25/2016 12:01","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,500,94,0,0,200,0,794
2016,"7/26/2016 9:40","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",34.1,19808,74,0,0,0,0,19882
2016,"7/26/2016 13:45","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,0,0,0,0
2016,"7/27/2016 23:00","INCORRECT OPERATION","INCORRECT INSTALLATION",1,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,4000,40,0,1300,1900,0,7240
2016,"7/28/2016 10:57","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",2,14.29,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1.5,200,1000,0,0,0,0,1200
2016,"7/28/2016 13:40","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,1000,10,0,6000,0,0,7010
2016,"7/28/2016 14:25","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.25,800,0,0,3500,0,0,4300
2016,"7/29/2016 8:32","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",9.42,9769,150,0,0,4121,0,14040
2016,"7/29/2016 23:17","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",5.9,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",2.72,1500,700,0,0,0,0,2200
2016,"5/10/2016 11:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",80.08,80000,2016,250,103869,178316,10000,374451
2016,"7/31/2016 12:50","EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,135752,7715,0,6500,0,0,149967
2016,"8/1/2016 17:20","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",25,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",71.08,3000,1500,5600,74500,0,0,84600
2016,"8/2/2016 3:30","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,40000,180,0,0,0,0,40180
2016,"8/2/2016 17:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,35500,20,0,1000,0,0,36520
2016,"5/15/2016 15:00","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,25000,500,0,80000,80000,0,185500
2016,"8/5/2016 8:15","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,20,0,3000,0,0,3020
2016,"8/5/2016 15:30","INCORRECT OPERATION","OTHER INCORRECT OPERATION",4,40,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,160,0,0,15000,0,15160
2016,"8/5/2016 16:30","ALL OTHER CAUSES","MISCELLANEOUS",0.18,100,"ONSHORE","TANK","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,10000,10,0,0,0,1000,11010
2016,"8/5/2016 17:45","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,500,14,0,100,500,0,1114
2016,"8/6/2016 13:00","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",4.5,36850,45,0,0,0,0,36895
2016,"8/8/2016 6:12","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",200,28.57,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,7650,0,50000,200000,0,257650
2016,"5/21/2016 7:10","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,25,0,0,0,0,25
2016,"5/25/2016 17:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",24.5,98000,1125,0,0,0,0,99125
2016,"5/31/2016 7:40","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,191869,675,0,175000,14980,0,382524
2016,"8/9/2016 14:42","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,11000,30,0,10000,5000,0,26030
2016,"8/9/2016 18:40","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",6.15,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.63,1500,200,0,800,0,0,2500
2016,"8/10/2016 8:35","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.5,12.5,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2000,25,0,40000,0,0,42025
2016,"8/10/2016 9:15","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",172.75,375000,14000,0,63000,48000,0,500000
2016,"8/10/2016 12:02","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",17,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,600,340,0,0,0,0,940
2016,"8/12/2016 11:00","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",4.4,8.43,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,4200000,5500,0,150000,0,0,4355500
2016,"8/13/2016 2:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.92,1000,500,0,4000,5000,0,10500
2016,"8/13/2016 4:10","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",56,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,500,2400,0,0,0,0,2900
2016,"8/13/2016 7:49","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",28.92,0,30,0,9970,0,0,10000
2016,"8/13/2016 10:42","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",1,1.39,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",102.08,147000,3000,0,400000,200000,0,750000
2016,"8/13/2016 17:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",3.22,0,0,0,3382,0,0,3382
2016,"8/14/2016 2:45","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,250,40,0,11179,0,0,11469
2016,"8/15/2016 9:45","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.7,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,300,50,0,0,0,0,350
2016,"8/15/2016 16:33","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,2400,0,20000,2600,0,25000
2016,"8/15/2016 22:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",6.91,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",10.28,0,290,0,0,0,5000,5290
2016,"8/16/2016 4:19","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",4.4,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,200,100,0,500,0,0,800
2016,"8/16/2016 20:21","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",3.88,50,150,0,1375,0,12875,14450
2016,"8/17/2016 7:05","NATURAL FORCE DAMAGE","EARTH MOVEMENT",2,10,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",73.97,1200,200,10000,40000,0,0,51400
2016,"8/17/2016 7:20","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.89,49.72,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",7.83,4909,137,0,30000,0,0,35046
2016,"8/18/2016 11:00","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,174000,40,0,5000,0,0,179040
2016,"8/19/2016 11:00","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","YES","NO","YES",20.75,5000,0,0,0,0,0,5000
2016,"8/22/2016 2:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.05,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,500,0,0,7935,0,0,8435
2016,"8/23/2016 18:00","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,138,0,0,1000000,0,1000138
2016,"8/23/2016 19:45","ALL OTHER CAUSES","UNKNOWN",0.1,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,0,0,0,0,0,0,0
2016,"8/24/2016 21:30","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",0.5,200,25,0,0,0,0,225
2016,"8/25/2016 6:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,400,141,0,30,2800,200,3571
2016,"8/25/2016 10:48","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,2500,21,0,14000,0,0,16521
2016,"8/25/2016 15:55","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,450,2940,0,275,41335,0,45000
2016,"6/13/2016 18:45","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,5000,0,500,5000,20000,0,30500
2016,"8/29/2016 10:15","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,300,0,2000,4000,0,6300
2016,"8/30/2016 7:15","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",6.75,0,50,0,22000,0,0,22050
2016,"6/14/2016 14:30","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",189.5,180000,211,0,200,70000,0,250411
2016,"8/30/2016 16:05","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",7.2,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,50,300,0,50,0,0,400
2016,"8/31/2016 16:35","NATURAL FORCE DAMAGE","LIGHTNING",2.48,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,0,0,0,0,0,0,0
2016,"9/5/2016 8:50","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",289.93,1922910,7000,0,3758020,545550,707230,6940710
2016,"9/5/2016 13:07","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,3300,250,0,41722,0,0,45272
2016,"9/5/2016 13:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2.25,0,1400,0,27700,27300,0,56400
2016,"6/15/2016 17:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",15.82,7400,0,0,44100,0,0,51500
2016,"9/6/2016 11:50","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",4.03,40000,931,0,10000,0,0,50931
2016,"6/20/2016 15:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,80000,30,0,40000,10000,0,130030
2016,"9/7/2016 12:30","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,60,0,5200,0,0,5260
2016,"6/20/2016 20:00","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,9000,0,0,11000,0,0,20000
2016,"9/9/2016 11:10","ALL OTHER CAUSES","UNKNOWN",5259,71.36,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",294.02,1500000,734072,0,64000000,0,0,66234072
2016,"7/2/2016 6:50","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,11000,9950,0,5745,16255,0,42950
2016,"9/11/2016 19:30","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",150,89.29,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",83.75,16960,7560,0,8735,78615,375,112245
2016,"9/15/2016 12:03","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",44.1,953,54,0,6035,3951,0,10993
2016,"9/16/2016 14:56","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",5.68,75,128,0,8000,14000,0,22203
2016,"9/17/2016 6:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.7,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","NO",0,4213,2,0,0,0,0,4215
2016,"9/18/2016 13:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.4,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2500,0,0,250,0,0,2750
2016,"9/19/2016 7:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",53.57,10000,1100,0,2000,12000,0,25100
2016,"9/20/2016 0:05","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",55.23,5000,60,0,3000,10000,0,18060
2016,"9/20/2016 15:20","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",6.87,7340,100,0,8396,0,0,15836
2016,"9/22/2016 8:37","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",8.05,1500,75,0,10000,5000,0,16575
2016,"9/22/2016 9:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,5000,0,0,14000,0,0,19000
2016,"9/22/2016 10:23","OTHER OUTSIDE FORCE DAMAGE","VEHICLE NOT ENGAGED IN EXCAVATION",1208,100,"ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",5.57,5000,10817,0,0,0,0,15817
2016,"7/30/2016 13:01","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,350000,450,1000,9448,0,0,360898
